name,position,team,GW,total_points,goals_scored,assists,goals_conceded,saves,ict_index,minutes,transfers_in,value,was_home,fix_difficulty,selected
Raheem Sterling,MID,Chelsea,14,2,0,0,1,0,1.9,65,190057,70,1,3.0,1064549
Raheem Sterling,MID,Chelsea,15,2,0,0,2,0,3.7,90,66402,70,0,3.0,1067503
Raheem Sterling,MID,Chelsea,17,6,0,1,0,0,9.2,74,144205,71,1,3.0,1261701
Raheem Sterling,MID,Chelsea,18,4,0,1,2,0,8.7,90,55656,71,0,3.0,1251338
Raheem Sterling,MID,Chelsea,21,6,0,1,0,0,3.8,76,77062,71,1,3.0,887017
Raheem Sterling,MID,Chelsea,22,2,0,0,4,0,1.2,90,20645,71,0,3.0,824206
Raheem Sterling,MID,Chelsea,23,2,0,0,3,0,1.4,71,9883,71,1,3.0,787537
Raheem Sterling,MID,Chelsea,25,8,1,0,0,0,8.5,63,3260,69,0,3.0,628158
Raheem Sterling,MID,Chelsea,28,1,0,0,1,0,4.1,70,8259,69,1,3.0,607505
Raheem Sterling,MID,Chelsea,38,9,1,0,1,0,10.1,63,5519,68,1,3.0,524354
Raphaël Varane,DEF,Man Utd,1,14,1,0,0,0,8.5,90,0,50,1,4.0,153254
Raphaël Varane,DEF,Man Utd,2,1,0,0,2,0,3.8,90,138535,50,0,3.0,424217
Raphaël Varane,DEF,Man Utd,3,0,0,0,2,0,1.1,45,194149,51,1,4.0,657743
Raphaël Varane,DEF,Man Utd,7,2,0,0,1,0,4.3,86,26634,50,1,4.0,281128
Raphaël Varane,DEF,Man Utd,17,6,0,0,0,0,3.9,90,963,49,0,3.0,236071
Raphaël Varane,DEF,Man Utd,19,1,0,0,2,0,2.2,90,918,49,1,4.0,237885
Raphaël Varane,DEF,Man Utd,20,0,0,0,2,0,2.4,90,4277,49,0,3.0,239963
Raphaël Varane,DEF,Man Utd,21,1,0,0,2,0,2.4,90,4013,49,1,4.0,239396
Raphaël Varane,DEF,Man Utd,22,1,0,0,3,0,1.7,90,2387,49,0,3.0,239751
Raphaël Varane,DEF,Man Utd,24,2,0,0,1,0,3.5,90,1901,49,0,3.0,238535
Raphaël Varane,DEF,Man Utd,25,2,0,0,1,0,2.1,90,4662,49,0,3.0,241368
Raphaël Varane,DEF,Man Utd,26,1,0,0,2,0,1.4,90,13592,49,1,4.0,258166
Raphaël Varane,DEF,Man Utd,27,0,0,0,3,0,2.3,90,1811,49,0,3.0,249047
Raphaël Varane,DEF,Man Utd,28,6,0,0,0,0,2.0,90,8671,49,1,4.0,256100
Raphaël Varane,DEF,Man Utd,30,1,0,0,0,0,2.4,45,3551,49,0,3.0,256111
Raphaël Varane,DEF,Man Utd,31,0,0,0,2,0,1.0,45,365,49,0,3.0,251348
Rasmus Højlund,FWD,Man Utd,5,2,0,0,2,0,3.4,63,160572,70,1,4.0,252869
Rasmus Højlund,FWD,Man Utd,6,2,0,0,0,0,1.9,90,198649,71,0,3.0,436967
Rasmus Højlund,FWD,Man Utd,7,2,0,0,1,0,4.6,90,115369,71,1,4.0,512501
Rasmus Højlund,FWD,Man Utd,8,2,0,0,1,0,4.0,90,175454,71,1,4.0,638092
Rasmus Højlund,FWD,Man Utd,9,2,0,0,1,0,4.8,62,137121,72,0,3.0,727200
Rasmus Højlund,FWD,Man Utd,10,2,0,0,2,0,3.2,72,21675,72,1,4.0,549648
Rasmus Højlund,FWD,Man Utd,11,2,0,0,0,0,2.9,78,35115,71,0,3.0,492396
Rasmus Højlund,FWD,Man Utd,12,2,0,0,0,0,5.6,78,139927,71,1,4.0,616865
Rasmus Højlund,FWD,Man Utd,15,2,0,0,1,0,5.3,83,5173,70,1,4.0,330544
Rasmus Højlund,FWD,Man Utd,16,0,0,0,2,0,1.9,34,23875,69,1,4.0,338919
Rasmus Højlund,FWD,Man Utd,17,2,0,0,0,0,2.6,90,5396,69,0,3.0,298417
Rasmus Højlund,FWD,Man Utd,18,1,0,0,0,0,0.3,56,19403,68,0,3.0,309154
Rasmus Højlund,FWD,Man Utd,19,7,1,0,2,0,7.3,88,4803,68,1,4.0,287363
Rasmus Højlund,FWD,Man Utd,21,11,1,1,2,0,9.0,90,22384,68,1,4.0,324425
Rasmus Højlund,FWD,Man Utd,22,10,1,1,2,0,13.4,85,77878,68,0,3.0,393821
Rasmus Højlund,FWD,Man Utd,23,8,1,0,0,0,6.6,87,107528,69,1,4.0,493130
Rasmus Højlund,FWD,Man Utd,24,6,1,0,1,0,7.4,90,179671,70,0,3.0,656308
Rasmus Højlund,FWD,Man Utd,25,13,2,0,1,0,17.4,85,275526,71,0,3.0,902186
Rasmus Højlund,FWD,Man Utd,30,2,0,0,1,0,4.3,90,99208,70,0,3.0,528114
Rasmus Højlund,FWD,Man Utd,31,2,0,0,2,0,6.9,65,29715,70,0,3.0,540571
Rasmus Højlund,FWD,Man Utd,32,2,0,0,2,0,3.2,90,24085,70,1,4.0,539602
Rasmus Højlund,FWD,Man Utd,33,2,0,0,2,0,1.8,90,50956,70,0,3.0,568147
Rasmus Højlund,FWD,Man Utd,34,7,1,0,2,0,10.5,90,29682,70,1,4.0,545140
Rasmus Højlund,FWD,Man Utd,35,2,0,0,0,0,1.9,64,129403,70,1,4.0,644268
Rasmus Højlund,FWD,Man Utd,36,2,0,0,4,0,0.6,79,45809,71,0,3.0,640671
Rayan Aït-Nouri,DEF,Wolves,1,1,0,0,1,0,3.2,76,0,45,0,2.0,25410
Rayan Aït-Nouri,DEF,Wolves,2,0,0,0,4,0,3.4,86,8143,45,1,2.0,38518
Rayan Aït-Nouri,DEF,Wolves,3,1,0,0,0,0,1.6,45,3936,45,0,2.0,38809
Rayan Aït-Nouri,DEF,Wolves,4,0,0,0,2,0,1.9,81,1639,45,0,2.0,37156
Rayan Aït-Nouri,DEF,Wolves,5,2,0,0,1,0,1.8,64,1416,45,1,2.0,35531
Rayan Aït-Nouri,DEF,Wolves,6,1,0,0,0,0,1.6,45,3684,45,0,2.0,36146
Rayan Aït-Nouri,DEF,Wolves,7,2,0,0,1,0,0.7,73,1307,45,1,2.0,33876
Rayan Aït-Nouri,DEF,Wolves,8,1,0,0,0,0,1.1,45,3135,45,1,2.0,35810
Rayan Aït-Nouri,DEF,Wolves,9,2,0,0,1,0,4.7,90,1160,45,0,2.0,33029
Rayan Aït-Nouri,DEF,Wolves,10,0,0,0,2,0,2.6,90,1585,45,1,2.0,33379
Rayan Aït-Nouri,DEF,Wolves,11,1,0,0,2,0,3.5,90,8348,45,0,2.0,41595
Rayan Aït-Nouri,DEF,Wolves,12,1,0,0,1,0,8.7,86,2820,45,1,2.0,40978
Rayan Aït-Nouri,DEF,Wolves,18,7,0,0,0,0,1.7,86,668,45,1,2.0,36735
Rayan Aït-Nouri,DEF,Wolves,19,2,0,0,1,0,3.1,79,3654,45,0,2.0,40265
Rayan Aït-Nouri,DEF,Wolves,20,5,0,0,0,0,2.3,72,2941,45,1,2.0,41878
Rayan Aït-Nouri,DEF,Wolves,22,0,0,0,2,0,1.2,36,849,45,1,2.0,33105
Rayan Aït-Nouri,DEF,Wolves,23,4,0,1,2,0,3.3,86,803,45,0,2.0,33462
Rayan Aït-Nouri,DEF,Wolves,24,1,0,0,2,0,7.2,90,14124,45,1,2.0,45859
Rayan Aït-Nouri,DEF,Wolves,25,2,0,0,1,0,3.7,90,5817,45,0,2.0,48664
Rayan Aït-Nouri,DEF,Wolves,26,12,0,1,0,0,5.2,76,77898,45,1,2.0,151877
Rayan Aït-Nouri,DEF,Wolves,27,0,0,0,3,0,3.6,90,23856,45,0,2.0,138523
Rayan Aït-Nouri,DEF,Wolves,28,10,1,0,1,0,10.2,90,12430,45,1,2.0,141662
Rayan Aït-Nouri,DEF,Wolves,30,2,0,0,1,0,2.4,63,122717,46,0,2.0,254567
Rayan Aït-Nouri,DEF,Wolves,31,8,1,0,1,0,10.7,90,166338,46,0,2.0,416201
Rayan Aït-Nouri,DEF,Wolves,32,4,0,1,0,0,1.3,54,281537,47,1,2.0,692115
Rayan Aït-Nouri,DEF,Wolves,35,2,0,0,1,0,1.5,84,38111,48,1,2.0,660420
Rayan Aït-Nouri,DEF,Wolves,36,0,0,0,5,0,0.4,90,2239,48,0,2.0,548219
Rayan Aït-Nouri,DEF,Wolves,37,1,0,0,2,0,5.5,60,8517,47,1,2.0,455106
Rayan Aït-Nouri,DEF,Wolves,38,1,0,0,2,0,3.9,77,3802,46,0,2.0,416751
Raúl Jiménez,FWD,Fulham,1,1,0,0,0,0,0.6,57,0,55,0,2.0,103091
Raúl Jiménez,FWD,Fulham,2,2,0,0,2,0,3.3,85,7518,55,1,3.0,102072
Raúl Jiménez,FWD,Fulham,3,1,0,0,2,0,2.8,90,4970,54,0,2.0,86977
Raúl Jiménez,FWD,Fulham,4,2,0,0,4,0,7.2,80,6491,54,0,2.0,80045
Raúl Jiménez,FWD,Fulham,5,2,0,0,0,0,0.8,61,51294,54,1,3.0,123260
Raúl Jiménez,FWD,Fulham,6,2,0,0,0,0,3.9,78,2964,54,0,2.0,95280
Raúl Jiménez,FWD,Fulham,7,1,0,0,2,0,1.1,52,5120,54,1,3.0,83587
Raúl Jiménez,FWD,Fulham,9,1,0,0,1,0,3.3,45,1848,53,0,2.0,74607
Raúl Jiménez,FWD,Fulham,10,1,0,0,1,0,0.4,57,1477,53,0,2.0,67701
Raúl Jiménez,FWD,Fulham,12,8,1,0,3,0,9.3,73,1698,52,0,2.0,60916
Raúl Jiménez,FWD,Fulham,13,2,0,0,2,0,1.5,75,9178,52,1,3.0,68592
Raúl Jiménez,FWD,Fulham,14,2,0,0,4,0,1.7,90,2474,52,0,2.0,65337
Raúl Jiménez,FWD,Fulham,15,13,2,0,0,0,14.9,78,5499,52,1,3.0,68842
Raúl Jiménez,FWD,Fulham,16,9,1,0,0,0,9.2,71,67529,52,1,3.0,137236
Raúl Jiménez,FWD,Fulham,20,7,1,0,1,0,9.8,90,4785,52,1,3.0,142064
Raúl Jiménez,FWD,Fulham,21,2,0,0,1,0,4.8,90,57744,52,0,2.0,169957
Raúl Jiménez,FWD,Fulham,22,1,0,0,0,0,1.2,45,30078,52,1,3.0,181524
Raúl Jiménez,FWD,Fulham,38,13,2,0,2,0,14.4,90,978,50,0,2.0,66287
Reece Burke,DEF,Luton,3,1,0,0,3,0,2.9,76,153,40,0,2.0,2999
Reece Burke,DEF,Luton,4,1,0,0,2,0,3.9,90,485,40,1,2.0,3762
Reece Burke,DEF,Luton,5,2,0,0,1,0,2.7,81,2429,40,0,2.0,6457
Reece Burke,DEF,Luton,6,2,0,0,1,0,1.7,90,3385,40,1,2.0,9411
Reece Burke,DEF,Luton,8,2,0,0,1,0,5.1,90,4415,40,1,2.0,15381
Reece Burke,DEF,Luton,9,1,0,0,1,0,2.5,54,8364,40,0,2.0,22440
Reece Burke,DEF,Luton,22,6,0,0,0,0,1.7,90,220,40,1,2.0,8934
Reece Burke,DEF,Luton,24,1,0,0,2,0,2.8,67,1717,40,1,2.0,10997
Reece Burke,DEF,Luton,27,3,0,1,3,0,8.7,90,650,40,1,2.0,13885
Reece Burke,DEF,Luton,29,7,0,1,1,0,5.8,90,3028,40,1,2.0,28942
Reece Burke,DEF,Luton,30,0,0,0,0,0,1.9,45,3830,40,0,2.0,21570
Reece Burke,DEF,Luton,32,2,0,0,1,0,1.9,90,138,40,1,2.0,18351
Reece Burke,DEF,Luton,33,0,0,0,5,0,2.0,90,1782,40,0,2.0,19171
Reece Burke,DEF,Luton,34,0,0,0,2,0,0.3,45,2462,40,1,2.0,20332
Reece Burke,DEF,Luton,35,4,0,1,2,0,7.0,90,464,40,0,2.0,19158
Reece Burke,DEF,Luton,36,2,0,0,1,0,4.8,90,2393,40,1,2.0,20883
Reece Burke,DEF,Luton,37,0,0,0,3,0,1.4,86,3107,40,0,2.0,22490
Reece James,DEF,Chelsea,1,2,0,0,1,0,5.0,75,0,55,1,3.0,1339493
Reece James,DEF,Chelsea,11,2,0,0,1,0,6.4,76,13850,53,0,3.0,359241
Reece James,DEF,Chelsea,12,4,0,1,3,0,7.5,63,32791,53,1,3.0,389671
Reece James,DEF,Chelsea,13,-3,0,0,4,0,2.7,72,123178,54,0,3.0,519339
Reece James,DEF,Chelsea,15,1,0,0,1,0,7.4,45,19593,54,0,3.0,449379
Reiss Nelson,MID,Arsenal,31,3,0,0,0,0,2.9,74,16,48,1,5.0,4194
Rhian Brewster,FWD,Sheffield Utd,9,1,0,0,1,0,1.5,38,240,49,1,2.0,3490
Rhian Brewster,FWD,Sheffield Utd,10,1,0,0,3,0,1.0,58,386,49,0,2.0,3800
Rhian Brewster,FWD,Sheffield Utd,11,1,0,0,0,0,0.8,45,679,49,1,2.0,4331
Rhian Brewster,FWD,Sheffield Utd,26,2,0,0,1,0,7.0,81,239,49,0,2.0,3644
Rhys Norrington-Davies,DEF,Sheffield Utd,22,0,0,0,1,0,1.9,45,381,39,0,2.0,19216
Rhys Norrington-Davies,DEF,Sheffield Utd,23,-1,0,0,5,0,0.0,49,163,39,1,2.0,18937
Richarlison de Andrade,MID,Spurs,1,2,0,0,2,0,5.4,90,0,70,0,3.0,349105
Richarlison de Andrade,MID,Spurs,2,3,0,0,0,0,2.3,69,28516,70,1,4.0,363326
Richarlison de Andrade,MID,Spurs,3,0,0,0,0,0,3.9,59,51911,70,0,3.0,351831
Richarlison de Andrade,MID,Spurs,7,5,0,1,1,0,10.7,90,6775,67,1,4.0,144754
Richarlison de Andrade,MID,Spurs,8,1,0,0,0,0,4.9,45,82158,67,0,3.0,214922
Richarlison de Andrade,MID,Spurs,9,6,0,1,0,0,5.3,80,8739,67,1,4.0,193449
Richarlison de Andrade,MID,Spurs,10,3,0,0,0,0,3.2,63,6067,67,0,3.0,171800
Richarlison de Andrade,MID,Spurs,16,15,2,0,0,0,13.7,72,1308,66,1,4.0,102999
Richarlison de Andrade,MID,Spurs,17,9,1,0,0,0,7.5,71,108903,66,0,3.0,216810
Richarlison de Andrade,MID,Spurs,18,8,1,0,0,0,5.4,62,119954,67,1,4.0,336018
Richarlison de Andrade,MID,Spurs,19,1,0,0,3,0,3.2,64,214099,68,0,3.0,539187
Richarlison de Andrade,MID,Spurs,20,8,1,0,0,0,11.0,81,97367,68,1,4.0,592470
Richarlison de Andrade,MID,Spurs,21,8,1,0,2,0,11.9,90,662918,69,0,3.0,1167629
Richarlison de Andrade,MID,Spurs,22,7,1,0,2,0,9.8,90,254228,70,1,4.0,1365989
Richarlison de Andrade,MID,Spurs,23,15,2,0,2,0,15.5,90,169180,71,0,3.0,1507130
Richarlison de Andrade,MID,Spurs,24,2,0,0,1,0,7.4,90,495670,72,1,4.0,1973370
Richarlison de Andrade,MID,Spurs,25,2,0,0,2,0,2.5,70,74819,72,1,4.0,1655106
Rico Henry,DEF,Brentford,1,4,0,1,2,0,7.6,90,0,45,1,2.0,172752
Rico Henry,DEF,Brentford,2,5,0,0,0,0,1.1,90,178765,45,0,2.0,383149
Rico Henry,DEF,Brentford,3,2,0,0,1,0,4.7,90,233325,46,1,2.0,609606
Rico Henry,DEF,Brentford,4,1,0,0,2,0,1.9,90,107578,46,1,2.0,694767
Rico Henry,DEF,Brentford,5,1,0,0,0,0,0.4,41,36085,46,0,2.0,656216
Rico Lewis,DEF,Man City,1,6,0,0,0,0,0.8,78,0,45,0,5.0,33781
Rico Lewis,DEF,Man City,8,6,0,0,0,0,0.7,67,4045,43,0,5.0,29755
Rico Lewis,DEF,Man City,15,5,0,0,0,0,0.8,67,1092,43,0,5.0,32904
Rico Lewis,DEF,Man City,17,8,1,0,2,0,12.3,90,1013,43,1,5.0,33660
Rico Lewis,DEF,Man City,22,2,0,0,1,0,1.6,90,602,43,1,5.0,34687
Rico Lewis,DEF,Man City,30,6,0,0,0,0,0.8,63,530,42,1,5.0,26911
Rico Lewis,DEF,Man City,31,2,0,0,1,0,6.9,90,5324,42,1,5.0,31707
Rico Lewis,DEF,Man City,32,8,1,0,2,0,10.8,90,7707,42,0,5.0,38584
Rico Lewis,DEF,Man City,33,2,0,0,1,0,7.1,90,77016,42,1,5.0,114419
Robert Sánchez,GK,Chelsea,1,2,0,0,1,0,1.4,90,0,45,1,3.0,226244
Robert Sánchez,GK,Chelsea,2,2,0,0,3,3,2.3,90,82350,45,0,3.0,348693
Robert Sánchez,GK,Chelsea,3,6,0,0,0,1,1.3,90,119120,45,1,3.0,454370
Robert Sánchez,GK,Chelsea,4,2,0,0,1,2,1.8,90,89608,45,1,3.0,518486
Robert Sánchez,GK,Chelsea,5,10,0,0,0,4,4.0,90,50986,45,0,3.0,540378
Robert Sánchez,GK,Chelsea,6,4,0,0,1,6,4.4,90,87538,46,1,3.0,612607
Robert Sánchez,GK,Chelsea,7,7,0,0,0,3,2.5,90,47351,46,0,3.0,637078
Robert Sánchez,GK,Chelsea,8,2,0,0,1,2,1.4,90,111560,46,0,3.0,738479
Robert Sánchez,GK,Chelsea,9,1,0,0,2,1,0.4,90,30145,46,1,3.0,712665
Robert Sánchez,GK,Chelsea,10,2,0,0,2,3,2.7,90,35409,46,1,3.0,715004
Robert Sánchez,GK,Chelsea,11,3,0,0,1,4,2.8,90,8830,46,0,3.0,663053
Robert Sánchez,GK,Chelsea,12,2,0,0,4,6,4.9,90,6650,46,1,3.0,638351
Robert Sánchez,GK,Chelsea,13,0,0,0,4,1,0.8,90,27663,46,0,3.0,650691
Robert Sánchez,GK,Chelsea,14,2,0,0,2,7,4.8,90,20202,46,1,3.0,648644
Robert Sánchez,GK,Chelsea,15,11,0,0,2,7,7.1,90,26356,46,0,3.0,654553
Robert Sánchez,GK,Chelsea,16,3,0,0,1,3,2.6,83,212529,46,0,3.0,867065
Robin Olsen,GK,Aston Villa,3,2,0,0,1,1,1.2,90,1531,40,0,3.0,80599
Robin Olsen,GK,Aston Villa,31,2,0,0,4,7,5.5,90,166,39,0,3.0,60541
Robin Olsen,GK,Aston Villa,35,0,0,0,2,2,1.4,45,403,39,1,4.0,61425
Robin Olsen,GK,Aston Villa,36,12,0,0,1,7,8.0,90,1196,39,0,3.0,62137
Robin Olsen,GK,Aston Villa,38,1,0,0,5,4,3.4,90,2248,39,0,3.0,68685
Rodrigo Bentancur,MID,Spurs,13,1,0,0,0,0,1.0,31,886,54,1,4.0,3217
Rodrigo Bentancur,MID,Spurs,20,1,0,0,0,0,1.5,57,8,54,1,4.0,1391
Rodrigo Bentancur,MID,Spurs,21,6,1,0,2,0,9.8,90,960,54,0,3.0,2323
Rodrigo Bentancur,MID,Spurs,22,1,0,0,1,0,2.6,45,2529,54,1,4.0,4735
Rodrigo Bentancur,MID,Spurs,23,2,0,0,1,0,0.6,63,752,54,0,3.0,4922
Rodrigo Bentancur,MID,Spurs,24,2,0,0,1,0,1.9,61,487,54,1,4.0,4674
Rodrigo Bentancur,MID,Spurs,27,1,0,0,1,0,1.4,62,241,54,1,4.0,4147
Rodrigo Bentancur,MID,Spurs,31,1,0,0,1,0,3.9,69,66,54,0,3.0,4228
Rodrigo Bentancur,MID,Spurs,32,3,0,1,0,0,3.7,45,84,54,1,4.0,4124
Rodrigo Bentancur,MID,Spurs,33,1,0,0,3,0,1.7,56,214,54,0,3.0,4244
Rodrigo Bentancur,MID,Spurs,36,2,0,0,4,0,1.3,60,89,54,0,3.0,4190
Rodrigo Bentancur,MID,Spurs,38,3,0,0,0,0,1.8,75,279,54,0,3.0,4707
Rodrigo Hernandez,MID,Man City,1,13,1,1,0,0,15.3,90,0,55,0,5.0,188887
Rodrigo Hernandez,MID,Man City,2,3,0,0,0,0,3.1,90,422644,56,1,5.0,831130
Rodrigo Hernandez,MID,Man City,3,10,1,0,1,0,10.8,90,204457,56,0,5.0,984866
Rodrigo Hernandez,MID,Man City,4,1,0,0,1,0,1.7,75,247089,57,1,5.0,1237508
Rodrigo Hernandez,MID,Man City,5,1,0,0,1,0,11.5,90,102977,57,0,5.0,1232114
Rodrigo Hernandez,MID,Man City,6,-2,0,0,0,0,1.7,45,80570,57,1,5.0,1215447
Rodrigo Hernandez,MID,Man City,9,1,0,0,1,0,2.1,90,26616,56,1,5.0,598920
Rodrigo Hernandez,MID,Man City,10,6,0,1,0,0,3.9,90,14047,56,0,5.0,578838
Rodrigo Hernandez,MID,Man City,11,6,0,1,0,0,7.4,70,40219,56,1,5.0,607951
Rodrigo Hernandez,MID,Man City,12,6,1,0,4,0,9.7,90,17419,56,0,5.0,604237
Rodrigo Hernandez,MID,Man City,13,2,0,0,1,0,3.8,90,30586,56,1,5.0,625459
Rodrigo Hernandez,MID,Man City,14,1,0,0,3,0,4.8,90,13735,56,1,5.0,621104
Rodrigo Hernandez,MID,Man City,16,1,0,0,1,0,5.1,90,11184,56,0,5.0,561127
Rodrigo Hernandez,MID,Man City,17,2,0,0,2,0,6.2,90,11864,56,1,5.0,561151
Rodrigo Hernandez,MID,Man City,19,2,0,0,1,0,4.0,90,2768,56,0,5.0,525517
Rodrigo Hernandez,MID,Man City,20,10,1,0,0,0,9.4,90,7143,56,1,5.0,521119
Rodrigo Hernandez,MID,Man City,21,4,0,1,2,0,11.8,90,24408,56,0,5.0,534884
Rodrigo Hernandez,MID,Man City,22,10,1,0,0,0,7.8,86,13017,56,1,5.0,536113
Rodrigo Hernandez,MID,Man City,23,2,0,0,1,0,9.2,90,17674,56,0,5.0,550108
Rodrigo Hernandez,MID,Man City,24,3,0,0,0,0,5.7,90,20155,56,1,5.0,556514
Rodrigo Hernandez,MID,Man City,26,3,0,0,0,0,4.3,90,28596,56,0,5.0,605394
Rodrigo Hernandez,MID,Man City,27,10,0,2,1,0,12.6,90,6911,56,1,5.0,594035
Rodrigo Hernandez,MID,Man City,28,1,0,0,1,0,4.0,90,12089,56,0,5.0,595192
Rodrigo Hernandez,MID,Man City,30,3,0,0,0,0,7.6,90,11664,56,1,5.0,587713
Rodrigo Hernandez,MID,Man City,31,12,1,1,1,0,12.4,74,11339,56,1,5.0,591836
Rodrigo Hernandez,MID,Man City,32,5,0,1,1,0,7.1,73,36358,56,0,5.0,623740
Rodrigo Hernandez,MID,Man City,34,3,0,0,0,0,2.5,78,11411,56,0,5.0,644181
Rodrigo Hernandez,MID,Man City,35,3,0,0,0,0,4.9,90,8179,56,0,5.0,631865
Rodrigo Hernandez,MID,Man City,36,10,0,2,1,0,13.0,90,11006,56,1,5.0,627982
Rodrigo Hernandez,MID,Man City,38,8,1,0,1,0,10.4,90,16705,56,1,5.0,662365
Rodrigo Muniz Carvalho,FWD,Fulham,10,0,0,0,0,0,3.5,32,4090,44,0,2.0,59736
Rodrigo Muniz Carvalho,FWD,Fulham,11,2,0,0,0,0,2.4,75,3813,44,1,3.0,59916
Rodrigo Muniz Carvalho,FWD,Fulham,18,2,0,0,1,0,4.5,63,3575,44,1,3.0,47505
Rodrigo Muniz Carvalho,FWD,Fulham,19,2,0,0,3,0,4.8,90,2995,44,0,2.0,48230
Rodrigo Muniz Carvalho,FWD,Fulham,22,1,0,0,0,0,2.5,45,963,44,1,3.0,41445
Rodrigo Muniz Carvalho,FWD,Fulham,23,8,1,0,1,0,8.6,73,1244,44,0,2.0,41335
Rodrigo Muniz Carvalho,FWD,Fulham,24,13,2,0,1,0,13.8,74,7443,44,1,3.0,46846
Rodrigo Muniz Carvalho,FWD,Fulham,25,8,1,0,2,0,11.9,90,56877,44,1,3.0,103733
Rodrigo Muniz Carvalho,FWD,Fulham,26,2,0,0,1,0,6.4,90,81156,44,0,2.0,178720
Rodrigo Muniz Carvalho,FWD,Fulham,27,11,1,1,0,0,9.6,83,85372,45,1,3.0,240769
Rodrigo Muniz Carvalho,FWD,Fulham,28,2,0,0,2,0,4.8,90,81091,45,0,2.0,293716
Rodrigo Muniz Carvalho,FWD,Fulham,29,13,2,0,0,0,12.8,63,72842,45,1,3.0,460327
Rodrigo Muniz Carvalho,FWD,Fulham,30,6,1,0,3,0,15.1,90,480841,46,0,2.0,804134
Rodrigo Muniz Carvalho,FWD,Fulham,31,2,0,0,3,0,4.2,90,272031,47,0,2.0,1056680
Rodrigo Muniz Carvalho,FWD,Fulham,32,2,0,0,1,0,5.2,85,56328,47,1,3.0,1056444
Rodrigo Muniz Carvalho,FWD,Fulham,33,2,0,0,0,0,9.1,90,31619,47,0,2.0,976475
Rodrigo Muniz Carvalho,FWD,Fulham,34,5,0,1,3,0,6.8,90,17485,46,1,3.0,690143
Rodrigo Muniz Carvalho,FWD,Fulham,35,6,1,0,0,0,11.4,84,23155,45,1,3.0,660949
Rodrigo Muniz Carvalho,FWD,Fulham,36,2,0,0,0,0,3.2,63,18034,45,0,2.0,622876
Rodrigo Muniz Carvalho,FWD,Fulham,37,2,0,0,2,0,2.4,66,14497,43,1,3.0,464302
Roméo Lavia,MID,Chelsea,19,1,0,0,0,0,0.6,32,144,49,1,3.0,705
Ross Barkley,MID,Luton,3,2,0,0,3,0,1.2,76,692,50,0,2.0,14286
Ross Barkley,MID,Luton,4,2,0,0,1,0,7.7,70,856,50,1,2.0,13503
Ross Barkley,MID,Luton,10,2,0,0,3,0,6.0,90,116,49,0,2.0,7595
Ross Barkley,MID,Luton,11,2,0,0,1,0,4.1,90,292,49,1,2.0,7606
Ross Barkley,MID,Luton,12,2,0,0,1,0,4.2,90,624,49,0,2.0,7927
Ross Barkley,MID,Luton,13,1,0,0,1,0,2.0,90,624,49,1,2.0,8065
Ross Barkley,MID,Luton,14,5,0,1,3,0,3.6,90,667,49,0,2.0,8314
Ross Barkley,MID,Luton,15,6,1,0,4,0,8.7,90,578,49,1,2.0,8631
Ross Barkley,MID,Luton,16,2,0,0,2,0,1.6,90,1586,49,1,2.0,9692
Ross Barkley,MID,Luton,18,5,0,1,0,0,5.6,90,868,49,1,2.0,11475
Ross Barkley,MID,Luton,19,2,0,0,2,0,7.3,90,9940,49,0,2.0,21393
Ross Barkley,MID,Luton,20,8,1,0,3,0,10.2,90,4093,49,1,2.0,21181
Ross Barkley,MID,Luton,21,2,0,0,1,0,9.3,90,20854,49,0,2.0,37756
Ross Barkley,MID,Luton,22,6,0,1,0,0,9.7,81,4798,49,1,2.0,33859
Ross Barkley,MID,Luton,23,13,1,1,4,0,17.3,90,5641,49,0,2.0,36088
Ross Barkley,MID,Luton,24,2,0,0,3,0,7.0,90,146161,50,1,2.0,177655
Ross Barkley,MID,Luton,27,2,0,0,3,0,2.5,90,35073,50,1,2.0,197284
Ross Barkley,MID,Luton,29,2,0,0,1,0,5.4,90,52303,50,1,2.0,487260
Ross Barkley,MID,Luton,30,4,0,1,2,0,5.9,90,3415,50,0,2.0,251230
Ross Barkley,MID,Luton,31,2,0,0,2,0,2.7,90,3024,49,0,2.0,219080
Ross Barkley,MID,Luton,32,2,0,0,1,0,5.0,90,2428,48,1,2.0,191907
Ross Barkley,MID,Luton,33,7,1,0,5,0,5.6,90,3057,47,0,2.0,166527
Ross Barkley,MID,Luton,34,2,0,0,5,0,2.2,90,11302,47,1,2.0,150417
Ross Barkley,MID,Luton,35,2,0,0,2,0,2.5,77,2037,46,0,2.0,131495
Ross Barkley,MID,Luton,36,2,0,0,1,0,4.4,90,4134,46,1,2.0,125980
Ross Barkley,MID,Luton,37,0,0,0,0,0,2.2,38,6210,45,0,2.0,114439
Ryan Christie,MID,Bournemouth,1,2,0,0,1,0,3.5,66,0,50,1,2.0,1557
Ryan Christie,MID,Bournemouth,2,2,0,0,3,0,1.1,62,197,50,0,2.0,1971
Ryan Christie,MID,Bournemouth,3,1,0,0,1,0,3.7,59,369,50,1,2.0,2305
Ryan Christie,MID,Bournemouth,4,2,0,0,1,0,5.8,86,469,50,0,2.0,2612
Ryan Christie,MID,Bournemouth,5,3,0,0,0,0,7.8,88,305,50,1,2.0,2696
Ryan Christie,MID,Bournemouth,6,5,0,1,3,0,3.5,81,274,50,0,2.0,2820
